,drug,cell_line,IC50
21890,BI-2536,SNU398,-2.491689
21891,BIBR-1532,SNU398,5.388218
21892,BMS-536924,SNU398,2.435129
21893,BMS-754807,SNU398,3.985328
21894,Bleomycin,SNU398,0.11527
21895,Bleomycin (50 uM),SNU398,4.717321
21896,Bortezomib,SNU398,-4.392846
21897,Bosutinib,SNU398,3.271243
21898,Buparlisib,SNU398,0.861765
21899,CCT007093,SNU398,5.425555
21900,CPI-637,SNU398,4.18941
21901,CZC24832,SNU398,4.888823
21902,Camptothecin,SNU398,-1.29226
21903,Carmustine,SNU398,5.313149
21904,Cediranib,SNU398,2.755843
21905,Cisplatin,SNU398,4.626206
21906,Crizotinib,SNU398,2.877879
21907,Cyclophosphamide,SNU398,5.436246
21908,Cytarabine,SNU398,0.153426
21909,Dacarbazine,SNU398,3.530256
21910,Dactinomycin,SNU398,-4.931395
21911,Dactolisib,SNU398,-1.803821
21912,Dasatinib,SNU398,3.451767
21913,Dinaciclib,SNU398,-4.491514
21914,Docetaxel,SNU398,-5.366975
21915,Doramapimod,SNU398,4.698102
21916,EHT-1864,SNU398,3.29779
21917,EPZ004777,SNU398,4.756175
21918,EPZ5676,SNU398,4.964845
21919,Elephantin,SNU398,3.069783
21920,Entinostat,SNU398,3.499974
21921,Entospletinib,SNU398,1.318512
21922,Epirubicin,SNU398,-1.758756
21923,Fludarabine,SNU398,0.085579
21924,Foretinib,SNU398,0.650549
21925,Fulvestrant,SNU398,2.882926
21926,GDC0810,SNU398,5.603927
21927,GNE-317,SNU398,2.828045
21928,GSK-LSD1,SNU398,2.656746
21929,GSK1904529A,SNU398,2.295609
21930,GSK2110183B,SNU398,4.454983
21931,GSK2578215A,SNU398,4.573716
21932,GSK2606414,SNU398,3.764851
21933,GSK2801,SNU398,3.037069
21934,GSK2830371,SNU398,4.962817
21935,GSK343,SNU398,3.742349
21936,GSK591,SNU398,4.928712
21937,GW441756,SNU398,3.05357
21938,Gallibiscoquinazole,SNU398,2.222993
21939,Gefitinib,SNU398,3.899449
21940,Gemcitabine,SNU398,2.766585
21941,I-BET-762,SNU398,2.106006
21942,I-BRD9,SNU398,5.668371
21943,ICL-SIRT078,SNU398,4.241435
21944,IWP-2,SNU398,3.108977
21945,Ibrutinib,SNU398,3.308336
21946,Ipatasertib,SNU398,3.575312
21947,Irinotecan,SNU398,2.533715
21948,JQ1,SNU398,5.703874
21949,KRAS (G12C) Inhibitor-12,SNU398,0.687733
21950,KU-55933,SNU398,5.647615
21951,LCL161,SNU398,5.393884
21952,LGK974,SNU398,3.463292
21953,LJI308,SNU398,5.020571
21954,LMP744,SNU398,-0.88964
21955,LY2109761,SNU398,3.730453
21956,Lapatinib,SNU398,3.274095
21957,Leflunomide,SNU398,4.325766
21958,Lenalidomide,SNU398,5.561097
21959,Lestaurtinib,SNU398,1.572954
21960,Linsitinib,SNU398,3.569603
21961,Luminespib,SNU398,-2.222289
21962,MG-132,SNU398,-0.734409
21963,MIM1,SNU398,1.576285
21964,MIRA-1,SNU398,5.262872
21965,MK-1775,SNU398,-0.410792
21966,MK-2206,SNU398,3.971891
21967,MK-8776,SNU398,2.642465
21968,ML323,SNU398,2.876602
21969,MN-64,SNU398,3.043044
21970,Methotrexate,SNU398,-3.706213
21971,Mirin,SNU398,4.549438
21972,Mitoxantrone,SNU398,0.225771
21973,Motesanib,SNU398,5.692713
21974,Mycophenolic acid,SNU398,2.111694
21975,N-acetyl cysteine,SNU398,9.98953
21976,NVP-ADW742,SNU398,2.895063
21977,Navitoclax,SNU398,2.863783
21978,Nelarabine,SNU398,4.994725
21979,Nilotinib,SNU398,2.797275
21980,Nutlin-3a (-),SNU398,4.957682
21981,OF-1,SNU398,3.105294
21982,OSI-027,SNU398,1.444958
21983,OTX015,SNU398,2.497194
21984,Obatoclax Mesylate,SNU398,-0.582454
21985,Olaparib,SNU398,4.346315
21986,Osimertinib,SNU398,1.667399
21987,Oxaliplatin,SNU398,5.090408
21988,P22077,SNU398,4.898604
21989,PCI-34051,SNU398,2.889776
21990,PD173074,SNU398,3.059141
21991,PFI-1,SNU398,4.897278
21992,PFI3,SNU398,5.484858
21993,PLX-4720,SNU398,5.207378
21994,POMHEX,SNU398,1.725375
21995,PRIMA-1MET,SNU398,5.846561
21996,PRT062607,SNU398,2.711592
21997,Paclitaxel,SNU398,-3.52042
21998,Palbociclib,SNU398,3.231403
21999,Pevonedistat,SNU398,0.999932
22000,Picolinici-acid,SNU398,4.163518
22001,Pictilisib,SNU398,2.821739
22002,Pyridostatin,SNU398,2.664146
22003,RO-3306,SNU398,2.766627
22004,RVX-208,SNU398,4.547959
22005,Rapamycin,SNU398,-3.42355
22006,Refametinib,SNU398,2.865742
22007,Remodelin,SNU398,3.268843
22008,Ribociclib,SNU398,4.220509
22009,Romidepsin,SNU398,-6.024101
22010,Ruxolitinib,SNU398,5.428837
22011,SB216763,SNU398,4.43566
22012,SB590885,SNU398,3.382731
22013,SCH772984,SNU398,2.229593
22014,SN-38,SNU398,-2.357177
22015,Sabutoclax,SNU398,-2.120733
22016,Sapitinib,SNU398,4.721248
22017,Savolitinib,SNU398,1.759158
22018,Sepantronium bromide,SNU398,-6.120701
22019,Serdemetan,SNU398,3.875928
22020,Sinularin,SNU398,2.93251
22021,Sorafenib,SNU398,2.047256
22022,Staurosporine,SNU398,-2.455043
22023,Talazoparib,SNU398,3.23234
22024,Tanespimycin,SNU398,0.573684
22025,Taselisib,SNU398,3.830195
22026,Telomerase Inhibitor IX,SNU398,0.001613
22027,Temozolomide,SNU398,5.82449
22028,Temsirolimus,SNU398,1.9417
22029,Topotecan,SNU398,-0.629235
22030,Trametinib,SNU398,-0.13754
22031,UNC0379,SNU398,1.776411
22032,UNC0638,SNU398,3.048609
22033,Ulixertinib,SNU398,1.48031
22034,Uprosertib,SNU398,4.017159
22035,VE-822,SNU398,1.379049
22036,VE821,SNU398,3.59239
22037,VX-11e,SNU398,2.289931
22038,Venetoclax,SNU398,1.120256
22039,Vinblastine,SNU398,-4.880104
22040,Vincristine,SNU398,-4.878351
22041,Vinorelbine,SNU398,-3.53593
22042,Vismodegib,SNU398,5.023544
22043,Vorinostat,SNU398,2.260098
22044,WEHI-539,SNU398,3.54811
22045,WIKI4,SNU398,2.331766
22046,WZ4003,SNU398,4.805718
22047,Wee1 Inhibitor,SNU398,1.584303
22048,Wnt-C59,SNU398,3.218582
22049,XAV939,SNU398,5.469052
22050,YK-4-279,SNU398,1.588051
22051,ZM447439,SNU398,2.158293
22052,Zoledronate,SNU398,3.918796
22053,glutathione,SNU398,8.831606
22054,5-Fluorouracil,ASPC1,8.83403
22055,5-azacytidine,ASPC1,8.537333
22056,A-366,ASPC1,8.406956
22057,ABT737,ASPC1,5.598132
22058,AGI-5198,ASPC1,8.735909
22059,AGI-6780,ASPC1,7.308882
22060,AGK2,ASPC1,6.508789
22061,AMG-319,ASPC1,7.658769
22062,AT13148,ASPC1,7.186297
22063,AZ6102,ASPC1,4.951101
22064,AZ960,ASPC1,7.691973
22065,AZD1208,ASPC1,7.635182
22066,AZD1332,ASPC1,6.928828
22067,AZD2014,ASPC1,4.178451
22068,AZD4547,ASPC1,7.268887
22069,AZD5153,ASPC1,5.981958
22070,AZD5363,ASPC1,5.98465
22071,AZD5438,ASPC1,6.647469
22072,AZD5582,ASPC1,6.356729
22073,AZD5991,ASPC1,8.750003
22074,AZD6738,ASPC1,5.336019
22075,AZD7762,ASPC1,3.151574
22076,AZD8055,ASPC1,3.088374
22077,AZD8186,ASPC1,6.600916
22078,Acetalax,ASPC1,9.120064
22079,Afuresertib,ASPC1,5.921051
22080,Alisertib,ASPC1,5.220244
22081,Alpelisib,ASPC1,6.064709
22082,Avagacestat,ASPC1,7.990416
22083,Axitinib,ASPC1,7.12541
22084,BI-2536,ASPC1,6.322343
22085,BIBR-1532,ASPC1,6.938678
22086,BMS-536924,ASPC1,4.175718
22087,BMS-754807,ASPC1,8.17943
22088,Bleomycin,ASPC1,7.084381
22089,Bleomycin (50 uM),ASPC1,9.582365
22090,Bortezomib,ASPC1,1.862887
22091,Bosutinib,ASPC1,5.792677
22092,Buparlisib,ASPC1,4.368188
22093,CCT007093,ASPC1,7.712332
22094,CPI-637,ASPC1,8.639541
22095,CZC24832,ASPC1,8.065156
22096,Camptothecin,ASPC1,2.947896
22097,Carmustine,ASPC1,9.772357
22098,Cediranib,ASPC1,5.432986
22099,Cisplatin,ASPC1,8.919883
22100,Crizotinib,ASPC1,7.424727
22101,Cyclophosphamide,ASPC1,7.129301
22102,Cytarabine,ASPC1,4.090417
22103,Dacarbazine,ASPC1,8.677217
22104,Dactinomycin,ASPC1,1.276099
22105,Dactolisib,ASPC1,0.162417
22106,Dasatinib,ASPC1,6.915985
22107,Dinaciclib,ASPC1,2.352248
22108,Docetaxel,ASPC1,3.099043
22109,Doramapimod,ASPC1,8.136194
22110,EHT-1864,ASPC1,5.467707
22111,EPZ004777,ASPC1,7.791384
22112,EPZ5676,ASPC1,8.751356
22113,Elephantin,ASPC1,7.169959
22114,Entinostat,ASPC1,4.535578
22115,Entospletinib,ASPC1,6.015246
22116,Epirubicin,ASPC1,3.021728
22117,Fludarabine,ASPC1,9.103519
22118,Foretinib,ASPC1,3.161246
22119,Fulvestrant,ASPC1,7.092964
22120,GDC0810,ASPC1,7.875861
22121,GNE-317,ASPC1,2.201896
22122,GSK-LSD1,ASPC1,5.392352
22123,GSK1904529A,ASPC1,8.389092
22124,GSK2110183B,ASPC1,7.040064
22125,GSK2578215A,ASPC1,7.342022
22126,GSK2606414,ASPC1,8.200591
22127,GSK2801,ASPC1,7.664277
22128,GSK2830371,ASPC1,8.750003
22129,GSK343,ASPC1,6.627278
22130,GSK591,ASPC1,6.600715
22131,GW441756,ASPC1,6.247642
22132,Gallibiscoquinazole,ASPC1,5.573087
22133,Gefitinib,ASPC1,4.165947
22134,Gemcitabine,ASPC1,3.8187
22135,I-BET-762,ASPC1,7.238021
22136,I-BRD9,ASPC1,7.150139
22137,ICL-SIRT078,ASPC1,7.561284
22138,IWP-2,ASPC1,4.373309
22139,Ibrutinib,ASPC1,7.851258
22140,Ipatasertib,ASPC1,5.77597
22141,Irinotecan,ASPC1,8.786887
22142,JQ1,ASPC1,6.843484
22143,KRAS (G12C) Inhibitor-12,ASPC1,8.359449
22144,KU-55933,ASPC1,8.523306
22145,LCL161,ASPC1,8.74362
22146,LGK974,ASPC1,5.637119
22147,LJI308,ASPC1,8.509594
22148,LMP744,ASPC1,6.231581
22149,LY2109761,ASPC1,7.415778
22150,Lapatinib,ASPC1,5.937863
22151,Leflunomide,ASPC1,7.344855
22152,Lenalidomide,ASPC1,8.517535
22153,Lestaurtinib,ASPC1,3.55156
22154,Linsitinib,ASPC1,5.37311
22155,Luminespib,ASPC1,3.414877
22156,MG-132,ASPC1,3.015297
22157,MIM1,ASPC1,7.330039
22158,MIRA-1,ASPC1,8.524605
22159,MK-1775,ASPC1,4.005402
22160,MK-2206,ASPC1,5.021469
22161,MK-8776,ASPC1,3.740964
22162,ML323,ASPC1,6.382594
22163,MN-64,ASPC1,7.594822
22164,Methotrexate,ASPC1,2.766324
22165,Mirin,ASPC1,9.953275
22166,Mitoxantrone,ASPC1,4.754928
22167,Motesanib,ASPC1,8.750003
22168,Mycophenolic acid,ASPC1,6.288946
22169,N-acetyl cysteine,ASPC1,9.919088
22170,NVP-ADW742,ASPC1,6.242152
22171,Navitoclax,ASPC1,3.050998
22172,Nelarabine,ASPC1,9.240286
22173,Nilotinib,ASPC1,4.689587
22174,Nutlin-3a (-),ASPC1,7.976876
22175,OF-1,ASPC1,5.754389
22176,OSI-027,ASPC1,5.844159
22177,OTX015,ASPC1,6.952361
22178,Obatoclax Mesylate,ASPC1,3.127451
22179,Olaparib,ASPC1,9.058758
22180,Osimertinib,ASPC1,4.628097
22181,Oxaliplatin,ASPC1,9.07705
22182,P22077,ASPC1,8.581719
22183,PCI-34051,ASPC1,7.655249
22184,PD173074,ASPC1,7.332014
22185,PFI-1,ASPC1,7.563444
22186,PFI3,ASPC1,8.423965
22187,PLX-4720,ASPC1,8.719757
22188,POMHEX,ASPC1,6.463027
22189,PRIMA-1MET,ASPC1,9.704025
22190,PRT062607,ASPC1,5.659542
22191,Paclitaxel,ASPC1,0.18619
22192,Palbociclib,ASPC1,7.282826
22193,Pevonedistat,ASPC1,8.18562
22194,Picolinici-acid,ASPC1,6.757564
22195,Pictilisib,ASPC1,3.372783
22196,Pyridostatin,ASPC1,5.947961
22197,RO-3306,ASPC1,8.750003
22198,RVX-208,ASPC1,7.460471
22199,Rapamycin,ASPC1,1.925733
22200,Refametinib,ASPC1,1.707434
22201,Remodelin,ASPC1,6.355402
22202,Ribociclib,ASPC1,7.367087
22203,Romidepsin,ASPC1,-2.494397
22204,Ruxolitinib,ASPC1,8.851626
22205,SB216763,ASPC1,7.874034
22206,SB590885,ASPC1,7.980359
22207,SCH772984,ASPC1,3.254194
22208,SN-38,ASPC1,6.359964
22209,Sabutoclax,ASPC1,2.10767
22210,Sapitinib,ASPC1,4.87924
22211,Savolitinib,ASPC1,6.436993
22212,Sepantronium bromide,ASPC1,-2.85415
22213,Serdemetan,ASPC1,6.770187
22214,Sinularin,ASPC1,5.931316
22215,Sorafenib,ASPC1,3.988862
22216,Staurosporine,ASPC1,-0.005151
22217,Talazoparib,ASPC1,6.438108
22218,Tanespimycin,ASPC1,2.413602
22219,Taselisib,ASPC1,4.798985
22220,Telomerase Inhibitor IX,ASPC1,5.831898
22221,Temozolomide,ASPC1,9.811507
22222,Temsirolimus,ASPC1,4.253521
22223,Topotecan,ASPC1,5.83522
22224,Trametinib,ASPC1,0.181218
22225,UNC0379,ASPC1,7.45299
22226,UNC0638,ASPC1,7.946035
22227,Ulixertinib,ASPC1,4.451442
22228,Uprosertib,ASPC1,4.909917
22229,VE-822,ASPC1,6.205823
22230,VE821,ASPC1,6.26308
22231,VX-11e,ASPC1,3.573957
22232,Venetoclax,ASPC1,10.273111
22233,Vinblastine,ASPC1,2.921412
22234,Vincristine,ASPC1,6.823448
22235,Vinorelbine,ASPC1,2.983869
22236,Vismodegib,ASPC1,8.268158
22237,Vorinostat,ASPC1,4.084032
22238,WEHI-539,ASPC1,6.825007
22239,WIKI4,ASPC1,7.828912
22240,WZ4003,ASPC1,7.601574
22241,Wee1 Inhibitor,ASPC1,6.537046
22242,Wnt-C59,ASPC1,6.377764
22243,XAV939,ASPC1,8.179675
22244,YK-4-279,ASPC1,7.541925
22245,ZM447439,ASPC1,6.768641
22246,Zoledronate,ASPC1,6.994085
22247,glutathione,ASPC1,10.898269
22248,5-Fluorouracil,HCC1937,5.655269
22249,5-azacytidine,HCC1937,4.490049
22250,A-366,HCC1937,6.106357
22251,ABT737,HCC1937,1.823212
22252,AGI-5198,HCC1937,4.483306
22253,AGI-6780,HCC1937,3.843892
22254,AGK2,HCC1937,3.283575
22255,AMG-319,HCC1937,5.744675
22256,AT13148,HCC1937,6.111595
22257,AZ6102,HCC1937,2.73999
22258,AZ960,HCC1937,4.571509
22259,AZD1208,HCC1937,5.45477
22260,AZD1332,HCC1937,5.753207
22261,AZD2014,HCC1937,2.670203
22262,AZD4547,HCC1937,3.583654
22263,AZD5153,HCC1937,5.62122
22264,AZD5363,HCC1937,3.382413
22265,AZD5438,HCC1937,4.240242
22266,AZD5582,HCC1937,2.269366
22267,AZD5991,HCC1937,4.025247
22268,AZD6482,HCC1937,3.489608
22269,AZD6738,HCC1937,2.992636
22270,AZD7762,HCC1937,0.009107
22271,AZD8055,HCC1937,0.525252
22272,AZD8186,HCC1937,2.835884
22273,Acetalax,HCC1937,5.751569
22274,Afuresertib,HCC1937,2.478173
22275,Alisertib,HCC1937,3.297928
22276,Alpelisib,HCC1937,4.157038
22277,Avagacestat,HCC1937,4.926246
22278,Axitinib,HCC1937,4.629161
22279,BI-2536,HCC1937,1.24816
22280,BIBR-1532,HCC1937,5.549489
22281,BMS-536924,HCC1937,2.797217
22282,BMS-754807,HCC1937,5.302679
22283,Bleomycin,HCC1937,4.81205
22284,Bleomycin (50 uM),HCC1937,5.034706
22285,Bortezomib,HCC1937,-5.702136
22286,Bosutinib,HCC1937,3.101712
22287,Buparlisib,HCC1937,2.207619
22288,CCT007093,HCC1937,6.513344
22289,CPI-637,HCC1937,6.372335
22290,CZC24832,HCC1937,4.567381
22291,Camptothecin,HCC1937,0.134905
22292,Carmustine,HCC1937,6.831037
22293,Cediranib,HCC1937,1.998873
22294,Cisplatin,HCC1937,4.894278
22295,Crizotinib,HCC1937,3.77567
22296,Cyclophosphamide,HCC1937,6.267047
22297,Cytarabine,HCC1937,5.063871
22298,Dacarbazine,HCC1937,5.595909
22299,Dactinomycin,HCC1937,-1.975515
22300,Dactolisib,HCC1937,0.460341
22301,Dasatinib,HCC1937,1.713869
22302,Dinaciclib,HCC1937,1.35839
22303,Docetaxel,HCC1937,0.549436
22304,Doramapimod,HCC1937,4.861729
22305,EHT-1864,HCC1937,4.217635
22306,EPZ004777,HCC1937,6.110641
22307,EPZ5676,HCC1937,6.307909
22308,Elephantin,HCC1937,5.794207
22309,Entinostat,HCC1937,2.957913
22310,Entospletinib,HCC1937,4.248512
22311,Epirubicin,HCC1937,0.998825
22312,Fludarabine,HCC1937,7.114635
22313,Foretinib,HCC1937,1.737748
22314,Fulvestrant,HCC1937,5.138474
22315,GDC0810,HCC1937,5.020039
22316,GNE-317,HCC1937,1.693104
22317,GSK-LSD1,HCC1937,2.507609
22318,GSK1904529A,HCC1937,5.023506
22319,GSK2110183B,HCC1937,2.402212
22320,GSK2578215A,HCC1937,6.719461
22321,GSK2606414,HCC1937,5.833165
22322,GSK2801,HCC1937,4.975099
22323,GSK2830371,HCC1937,6.267548
22324,GSK343,HCC1937,4.040213
22325,GSK591,HCC1937,5.844733
22326,GW441756,HCC1937,3.002793
22327,Gallibiscoquinazole,HCC1937,4.097951
22328,Gefitinib,HCC1937,2.879339
22329,Gemcitabine,HCC1937,5.417407
22330,I-BET-762,HCC1937,5.113233
22331,I-BRD9,HCC1937,5.742857
22332,ICL-SIRT078,HCC1937,4.462435
22333,IWP-2,HCC1937,3.614736
22334,Ibrutinib,HCC1937,3.788499
22335,Ipatasertib,HCC1937,3.039648
22336,Irinotecan,HCC1937,5.188617
22337,JQ1,HCC1937,3.547299
22338,KRAS (G12C) Inhibitor-12,HCC1937,4.005296
22339,KU-55933,HCC1937,4.776917
22340,LCL161,HCC1937,5.771075
22341,LGK974,HCC1937,3.900279
22342,LJI308,HCC1937,5.945486
22343,LMP744,HCC1937,2.496586
22344,LY2109761,HCC1937,4.85721
22345,Lapatinib,HCC1937,2.616753
22346,Leflunomide,HCC1937,5.855673
22347,Lenalidomide,HCC1937,6.154088
22348,Lestaurtinib,HCC1937,1.148413
22349,Linsitinib,HCC1937,5.689349
22350,Luminespib,HCC1937,-2.164695
22351,MG-132,HCC1937,-1.646372
22352,MIM1,HCC1937,3.843332
22353,MIRA-1,HCC1937,6.51729
22354,MK-1775,HCC1937,2.146722
22355,MK-2206,HCC1937,2.70577
22356,MK-8776,HCC1937,1.966903
22357,ML323,HCC1937,4.656749
22358,MN-64,HCC1937,4.80579
22359,Methotrexate,HCC1937,-1.660638
22360,Mirin,HCC1937,5.882857
22361,Mitoxantrone,HCC1937,5.137537
22362,Motesanib,HCC1937,6.370516
22363,Mycophenolic acid,HCC1937,2.961462
22364,N-acetyl cysteine,HCC1937,10.458114
22365,NVP-ADW742,HCC1937,4.127044
22366,Navitoclax,HCC1937,1.548924
22367,Nelarabine,HCC1937,7.114635
22368,Nilotinib,HCC1937,3.545197
22369,Nutlin-3a (-),HCC1937,5.903577
22370,OF-1,HCC1937,4.379078
22371,OSI-027,HCC1937,2.024605
22372,OTX015,HCC1937,4.365459
22373,Obatoclax Mesylate,HCC1937,1.885812
22374,Olaparib,HCC1937,5.937681
22375,Osimertinib,HCC1937,1.40634
22376,Oxaliplatin,HCC1937,6.367176
22377,P22077,HCC1937,3.035464
22378,PCI-34051,HCC1937,6.079895
22379,PD173074,HCC1937,4.678556
22380,PF-4708671,HCC1937,4.334041
22381,PFI-1,HCC1937,5.448551
22382,PFI3,HCC1937,5.854637
22383,PLX-4720,HCC1937,5.279741
22384,POMHEX,HCC1937,3.202411
22385,PRIMA-1MET,HCC1937,7.150506
22386,PRT062607,HCC1937,4.706392
22387,Paclitaxel,HCC1937,-0.758195
22388,Palbociclib,HCC1937,5.801337
22389,Pevonedistat,HCC1937,3.086542
22390,Picolinici-acid,HCC1937,4.906206
22391,Pictilisib,HCC1937,1.456199
22392,Pyridostatin,HCC1937,4.113553
22393,RO-3306,HCC1937,4.446246
22394,RVX-208,HCC1937,6.070678
22395,Rapamycin,HCC1937,-1.568289
22396,Refametinib,HCC1937,3.517036
22397,Remodelin,HCC1937,5.039572
22398,Ribociclib,HCC1937,4.188235
22399,Romidepsin,HCC1937,-3.686177
22400,Ruxolitinib,HCC1937,6.005454
22401,SB216763,HCC1937,7.547349
22402,SB590885,HCC1937,5.671712
22403,SCH772984,HCC1937,3.694641
22404,SN-38,HCC1937,4.308215
22405,Sabutoclax,HCC1937,2.47505
22406,Sapitinib,HCC1937,3.251922
22407,Savolitinib,HCC1937,2.410909
22408,Sepantronium bromide,HCC1937,-3.952319
22409,Serdemetan,HCC1937,4.715655
22410,Sinularin,HCC1937,4.871868
22411,Sorafenib,HCC1937,4.041005
22412,Staurosporine,HCC1937,-2.334124
22413,Talazoparib,HCC1937,4.776322
22414,Tanespimycin,HCC1937,-0.401356
22415,Taselisib,HCC1937,2.199183
22416,Telomerase Inhibitor IX,HCC1937,1.35037
22417,Temozolomide,HCC1937,8.277147
22418,Temsirolimus,HCC1937,1.831835
22419,Topotecan,HCC1937,2.616306
22420,Tozasertib,HCC1937,5.069131
22421,Trametinib,HCC1937,1.417948
22422,UNC0379,HCC1937,4.17939
22423,UNC0638,HCC1937,4.889782
22424,Ulixertinib,HCC1937,4.052816
22425,Uprosertib,HCC1937,2.666984
22426,VE-822,HCC1937,4.030553
22427,VE821,HCC1937,4.623514
22428,VX-11e,HCC1937,3.561272
22429,Venetoclax,HCC1937,3.17217
22430,Vinblastine,HCC1937,1.328234
22431,Vincristine,HCC1937,5.016899
22432,Vinorelbine,HCC1937,-1.301174
22433,Vismodegib,HCC1937,5.714397
22434,Vorinostat,HCC1937,2.785021
22435,WEHI-539,HCC1937,2.4874
22436,WIKI4,HCC1937,3.188438
22437,WZ4003,HCC1937,4.470849
22438,Wee1 Inhibitor,HCC1937,3.064874
22439,Wnt-C59,HCC1937,4.417908
22440,XAV939,HCC1937,6.209115
22441,YK-4-279,HCC1937,5.853801
22442,ZM447439,HCC1937,2.853977
22443,Zoledronate,HCC1937,3.981699
22444,glutathione,HCC1937,10.218804
22445,5-Fluorouracil,ECC12,4.166219
22446,ABT737,ECC12,-0.548418
22447,AGI-5198,ECC12,4.686462
22448,AGI-6780,ECC12,4.555774
22449,AGK2,ECC12,3.023617
22450,AMG-319,ECC12,5.21825
22451,AT13148,ECC12,3.131661
22452,AZ6102,ECC12,4.465279
22453,AZ960,ECC12,3.469343
22454,AZD1208,ECC12,4.958993
22455,AZD1332,ECC12,4.755684
22456,AZD2014,ECC12,3.106012
22457,AZD4547,ECC12,4.228006
22458,AZD5153,ECC12,1.349592
22459,AZD5363,ECC12,2.573607
22460,AZD5438,ECC12,2.669771
22461,AZD5582,ECC12,2.080581
22462,AZD5991,ECC12,1.523644
22463,AZD6482,ECC12,5.202188
22464,AZD6738,ECC12,2.847771
22465,AZD7762,ECC12,-0.201546
22466,AZD8186,ECC12,4.870217
22467,Afuresertib,ECC12,2.49887
22468,Alisertib,ECC12,4.188348
22469,Alpelisib,ECC12,4.10815
22470,Avagacestat,ECC12,3.387626
22471,Axitinib,ECC12,2.175387
22472,BI-2536,ECC12,1.281115
22473,BIBR-1532,ECC12,5.221112
22474,BMS-536924,ECC12,3.024326
22475,BMS-754807,ECC12,2.741643
22476,BX795,ECC12,3.020028
22477,Bicalutamide,ECC12,4.556562
22478,Bortezomib,ECC12,-4.012003
22479,Bosutinib,ECC12,3.583521
22480,Buparlisib,ECC12,2.413207
22481,CCT-018159,ECC12,2.749192
22482,CCT007093,ECC12,4.819681
22483,CHIR-99021,ECC12,5.006894
22484,CZC24832,ECC12,5.145385
22485,Camptothecin,ECC12,-1.102048
22486,Cediranib,ECC12,1.948919
22487,Crizotinib,ECC12,3.080716
22488,Cyclophosphamide,ECC12,4.769919
22489,Dactinomycin,ECC12,-3.188715
22490,Dactolisib,ECC12,-0.18859
22491,Daporinad,ECC12,-5.142827
22492,Dasatinib,ECC12,3.580807
22493,Dinaciclib,ECC12,-3.260922
22494,Docetaxel,ECC12,-3.029035
22495,Doramapimod,ECC12,2.811542
22496,EHT-1864,ECC12,3.043359
22497,EPZ004777,ECC12,4.428365
22498,EPZ5676,ECC12,5.110627
22499,Elesclomol,ECC12,-3.255981
22500,Entinostat,ECC12,-0.626711
22501,Entospletinib,ECC12,4.488023
22502,Epirubicin,ECC12,0.214171
22503,Foretinib,ECC12,2.409857
22504,Fulvestrant,ECC12,2.918897
22505,GDC0810,ECC12,4.239701
22506,GNE-317,ECC12,2.427678
22507,GSK1904529A,ECC12,4.658374
22508,GSK2578215A,ECC12,3.399131
22509,GSK2606414,ECC12,3.665984
22510,GSK343,ECC12,2.376237
22511,GSK591,ECC12,3.8388
22512,GW441756,ECC12,3.61128
22513,Gefitinib,ECC12,3.593431
22514,Gemcitabine,ECC12,2.900775
22515,I-BET-762,ECC12,2.937149
22516,I-BRD9,ECC12,4.021633
22517,IOX2,ECC12,0.822642
22518,IWP-2,ECC12,1.883549
22519,Ibrutinib,ECC12,4.329641
22520,Ipatasertib,ECC12,3.550646
22521,Irinotecan,ECC12,2.639949
22522,JQ1,ECC12,1.204065
22523,KRAS (G12C) Inhibitor-12,ECC12,3.90199
22524,KU-55933,ECC12,5.221482
22525,LCL161,ECC12,4.451964
22526,LGK974,ECC12,3.003618
22527,LJI308,ECC12,3.214543
22528,LY2109761,ECC12,4.725075
22529,Lapatinib,ECC12,4.211661
22530,Leflunomide,ECC12,4.184837
22531,Lenalidomide,ECC12,4.349911
22532,Lestaurtinib,ECC12,0.989124
22533,Linsitinib,ECC12,3.16366
22534,Luminespib,ECC12,-1.201835
22535,MG-132,ECC12,-0.409703
22536,MIRA-1,ECC12,5.095761
22537,MK-1775,ECC12,-0.101656
22538,MK-2206,ECC12,2.489481
22539,MK-8776,ECC12,2.695972
22540,ML323,ECC12,3.915091
22541,MN-64,ECC12,4.013914
22542,Methotrexate,ECC12,2.126815
22543,Mirin,ECC12,4.98237
22544,Motesanib,ECC12,5.056364
22545,NVP-ADW742,ECC12,2.514394
22546,Navitoclax,ECC12,-1.455045
22547,Nilotinib,ECC12,4.089114
22548,Nutlin-3a (-),ECC12,5.160868
22549,OF-1,ECC12,3.158484
22550,OSI-027,ECC12,4.358938
22551,OTX015,ECC12,1.107603
22552,Obatoclax Mesylate,ECC12,2.398962
22553,Olaparib,ECC12,4.330746
22554,Osimertinib,ECC12,1.285844
22555,Oxaliplatin,ECC12,3.577101
22556,P22077,ECC12,3.893596
22557,PCI-34051,ECC12,3.495832
22558,PD173074,ECC12,4.318564
22559,PF-4708671,ECC12,3.215704
22560,PFI-1,ECC12,4.940043
22561,PFI3,ECC12,5.221482
22562,PLX-4720,ECC12,5.09029
22563,PRIMA-1MET,ECC12,3.161034
22564,PRT062607,ECC12,2.493688
22565,Paclitaxel,ECC12,-1.462617
22566,Palbociclib,ECC12,4.480065
22567,Pevonedistat,ECC12,-0.458873
22568,Picolinici-acid,ECC12,5.054489
22569,Pictilisib,ECC12,1.824942
