,drug,cell_line,IC50
3702,WIKI4,ACHN,4.520483
3703,WZ4003,ACHN,2.899449
3704,Wee1 Inhibitor,ACHN,-0.428905
3705,Wnt-C59,ACHN,3.864303
3706,XAV939,ACHN,5.057577
3707,YK-4-279,ACHN,2.645586
3708,ZM447439,ACHN,3.347086
3709,Zoledronate,ACHN,4.467281
3710,alpha-lipoic acid,ACHN,7.961647
3711,glutathione,ACHN,9.435667
3712,5-Fluorouracil,TOV112D,5.230926
3713,5-azacytidine,TOV112D,2.254992
3714,A-366,TOV112D,5.157483
3715,ABT737,TOV112D,3.423121
3716,AGI-6780,TOV112D,3.573748
3717,AGK2,TOV112D,2.922909
3718,AT13148,TOV112D,3.897262
3719,AZ6102,TOV112D,2.449958
3720,AZ960,TOV112D,1.68769
3721,AZD1208,TOV112D,4.77498
3722,AZD1332,TOV112D,3.49934
3723,AZD2014,TOV112D,0.642287
3724,AZD3759,TOV112D,2.020939
3725,AZD4547,TOV112D,1.605152
3726,AZD5153,TOV112D,1.698487
3727,AZD5363,TOV112D,3.255164
3728,AZD5438,TOV112D,1.473525
3729,AZD5582,TOV112D,2.340463
3730,AZD5991,TOV112D,2.28557
3731,AZD6738,TOV112D,1.462553
3732,AZD7762,TOV112D,0.059195
3733,AZD8055,TOV112D,-0.740275
3734,AZD8186,TOV112D,4.779933
3735,Acetalax,TOV112D,2.423161
3736,Afatinib,TOV112D,2.178496
3737,Afuresertib,TOV112D,3.905373
3738,Alisertib,TOV112D,-0.417758
3739,Alpelisib,TOV112D,4.307663
3740,Avagacestat,TOV112D,4.4528
3741,BI-2536,TOV112D,-3.401983
3742,BIBR-1532,TOV112D,4.8821
3743,BMS-345541,TOV112D,2.960378
3744,BMS-536924,TOV112D,3.103591
3745,BMS-754807,TOV112D,1.926248
3746,Bleomycin,TOV112D,2.484841
3747,Bleomycin (50 uM),TOV112D,0.093729
3748,Bortezomib,TOV112D,-3.82378
3749,Bosutinib,TOV112D,2.086834
3750,Bromosporine,TOV112D,1.288752
3751,CCT007093,TOV112D,4.495663
3752,CZC24832,TOV112D,5.155117
3753,Camptothecin,TOV112D,-3.859615
3754,Carmustine,TOV112D,4.367953
3755,Cediranib,TOV112D,1.727426
3756,Cisplatin,TOV112D,1.915603
3757,Cyclophosphamide,TOV112D,5.278224
3758,Cytarabine,TOV112D,-0.668768
3759,Dabrafenib,TOV112D,4.791145
3760,Dacarbazine,TOV112D,4.786448
3761,Dactinomycin,TOV112D,-4.28003
3762,Dactolisib,TOV112D,-2.116178
3763,Dasatinib,TOV112D,3.439566
3764,Dihydrorotenone,TOV112D,-0.573834
3765,Dinaciclib,TOV112D,-4.104587
3766,Docetaxel,TOV112D,-4.831333
3767,Doramapimod,TOV112D,5.278014
3768,EHT-1864,TOV112D,2.663179
3769,EPZ004777,TOV112D,5.04896
3770,EPZ5676,TOV112D,5.309355
3771,Elephantin,TOV112D,5.511438
3772,Entospletinib,TOV112D,2.375876
3773,Epirubicin,TOV112D,-2.528657
3774,Erlotinib,TOV112D,2.503972
3775,Fludarabine,TOV112D,3.573131
3776,Foretinib,TOV112D,1.211093
3777,Fulvestrant,TOV112D,3.036715
3778,GDC0810,TOV112D,4.021824
3779,GSK-LSD1,TOV112D,1.971286
3780,GSK1904529A,TOV112D,3.147009
3781,GSK2110183B,TOV112D,4.066615
3782,GSK2578215A,TOV112D,5.097442
3783,GSK2801,TOV112D,5.128562
3784,GSK2830371,TOV112D,5.20207
3785,GSK343,TOV112D,3.844358
3786,GSK591,TOV112D,4.52534
3787,GW441756,TOV112D,2.196035
3788,Gefitinib,TOV112D,2.673573
3789,I-BRD9,TOV112D,4.185638
3790,ICL-SIRT078,TOV112D,5.273618
3791,IWP-2,TOV112D,2.875648
3792,Ibrutinib,TOV112D,3.70085
3793,Ipatasertib,TOV112D,5.280211
3794,Irinotecan,TOV112D,1.233628
3795,JNK Inhibitor VIII,TOV112D,4.633535
3796,JQ1,TOV112D,2.2413
3797,KRAS (G12C) Inhibitor-12,TOV112D,3.026139
3798,KU-55933,TOV112D,3.975405
3799,L-Oxonoreleagnine,TOV112D,3.778132
3800,LCL161,TOV112D,4.951748
3801,LGK974,TOV112D,3.966555
3802,LJI308,TOV112D,5.171375
3803,LMP744,TOV112D,-2.630895
3804,LY2109761,TOV112D,4.926165
3805,Lapatinib,TOV112D,3.131745
3806,Leflunomide,TOV112D,4.869536
3807,Lenalidomide,TOV112D,5.095688
3808,Lestaurtinib,TOV112D,-0.700099
3809,Linsitinib,TOV112D,4.231304
3810,Luminespib,TOV112D,-1.91667
3811,MG-132,TOV112D,-0.86787
3812,MIM1,TOV112D,2.828002
3813,MIRA-1,TOV112D,5.495121
3814,MK-1775,TOV112D,0.833243
3815,MK-2206,TOV112D,4.566988
3816,MK-8776,TOV112D,3.760391
3817,ML323,TOV112D,3.779706
3818,MN-64,TOV112D,5.235484
3819,Methotrexate,TOV112D,-1.624314
3820,Mirin,TOV112D,4.169019
3821,Mitoxantrone,TOV112D,-2.104118
3822,Motesanib,TOV112D,5.279807
3823,Mycophenolic acid,TOV112D,0.494016
3824,N-acetyl cysteine,TOV112D,9.689629
3825,NU7441,TOV112D,2.468606
3826,NVP-ADW742,TOV112D,3.325312
3827,Navitoclax,TOV112D,2.86222
3828,Niraparib,TOV112D,3.216732
3829,OF-1,TOV112D,3.043769
3830,OTX015,TOV112D,2.194011
3831,Olaparib,TOV112D,4.006488
3832,Osimertinib,TOV112D,1.065902
3833,Oxaliplatin,TOV112D,4.356909
3834,P22077,TOV112D,4.560657
3835,PCI-34051,TOV112D,3.466095
3836,PD0325901,TOV112D,2.052037
3837,PD173074,TOV112D,3.819956
3838,PFI-1,TOV112D,4.649757
3839,PFI3,TOV112D,5.221934
3840,PLX-4720,TOV112D,4.127791
3841,POMHEX,TOV112D,1.26011
3842,PRIMA-1MET,TOV112D,4.206623
3843,PRT062607,TOV112D,3.167768
3844,Paclitaxel,TOV112D,-4.51625
3845,Palbociclib,TOV112D,1.873758
3846,Pevonedistat,TOV112D,-0.302564
3847,Pictilisib,TOV112D,2.125593
3848,Podophyllotoxin bromide,TOV112D,-2.1448
3849,Pyridostatin,TOV112D,2.808941
3850,RVX-208,TOV112D,3.370957
3851,Rapamycin,TOV112D,-3.406225
3852,Refametinib,TOV112D,2.180271
3853,Remodelin,TOV112D,3.973107
3854,Ribociclib,TOV112D,3.039015
3855,Rucaparib,TOV112D,4.231796
3856,Ruxolitinib,TOV112D,3.932861
3857,SB216763,TOV112D,5.269814
3858,SCH772984,TOV112D,2.270579
3859,SGC-CBP30,TOV112D,3.510312
3860,SGC0946,TOV112D,2.277472
3861,SN-38,TOV112D,-5.501396
3862,Sabutoclax,TOV112D,-1.139991
3863,Sapitinib,TOV112D,4.369734
3864,Savolitinib,TOV112D,2.778095
3865,Schweinfurthin A,TOV112D,-1.595177
3866,Selumetinib,TOV112D,4.988854
3867,Sepantronium bromide,TOV112D,-5.43751
3868,Serdemetan,TOV112D,2.55164
3869,Sinularin,TOV112D,3.896294
3870,Sorafenib,TOV112D,1.613196
3871,Staurosporine,TOV112D,-2.119524
3872,Talazoparib,TOV112D,0.318475
3873,Tamoxifen,TOV112D,4.099844
3874,Tanespimycin,TOV112D,-0.801457
3875,Taselisib,TOV112D,3.447464
3876,Telomerase Inhibitor IX,TOV112D,0.432498
3877,Temozolomide,TOV112D,6.152809
3878,Temsirolimus,TOV112D,-0.308423
3879,Teniposide,TOV112D,-1.98575
3880,Topotecan,TOV112D,-1.715038
3881,Trametinib,TOV112D,0.141549
3882,UMI-77,TOV112D,1.866957
3883,UNC0379,TOV112D,4.878001
3884,UNC0638,TOV112D,4.291576
3885,Ulixertinib,TOV112D,2.181083
3886,Uprosertib,TOV112D,4.501802
3887,VE-822,TOV112D,2.983621
3888,VE821,TOV112D,2.924184
3889,VX-11e,TOV112D,2.633473
3890,Veliparib,TOV112D,4.1193
3891,Vinblastine,TOV112D,-5.676426
3892,Vincristine,TOV112D,-4.381467
3893,Vinorelbine,TOV112D,-4.394951
3894,Vismodegib,TOV112D,4.585237
3895,Vorinostat,TOV112D,1.521099
3896,WEHI-539,TOV112D,4.700217
3897,WIKI4,TOV112D,5.259919
3898,WZ4003,TOV112D,3.738636
3899,Wee1 Inhibitor,TOV112D,1.848174
3900,Wnt-C59,TOV112D,3.424039
3901,XAV939,TOV112D,4.483173
3902,YK-4-279,TOV112D,0.981883
3903,ZM447439,TOV112D,2.585533
3904,Zoledronate,TOV112D,3.070888
3905,alpha-lipoic acid,TOV112D,7.685677
3906,glutathione,TOV112D,9.316569
3907,5-Fluorouracil,NCIH929,2.370688
3908,5-azacytidine,NCIH929,1.332698
3909,A-366,NCIH929,3.5006
3910,ABT737,NCIH929,3.051184
3911,AGI-6780,NCIH929,3.441302
3912,AGK2,NCIH929,2.513951
3913,AT13148,NCIH929,0.642829
3914,AZ6102,NCIH929,2.086015
3915,AZ960,NCIH929,1.387116
3916,AZD1208,NCIH929,3.222626
3917,AZD1332,NCIH929,2.516166
3918,AZD2014,NCIH929,-1.645342
3919,AZD3759,NCIH929,2.591672
3920,AZD4547,NCIH929,1.633203
3921,AZD5153,NCIH929,-3.61885
3922,AZD5363,NCIH929,-1.284806
3923,AZD5438,NCIH929,0.620848
3924,AZD5582,NCIH929,-0.856316
3925,AZD5991,NCIH929,-2.84641
3926,AZD6738,NCIH929,2.445042
3927,AZD7762,NCIH929,-0.457986
3928,AZD8055,NCIH929,-4.165687
3929,AZD8186,NCIH929,0.550946
3930,Acetalax,NCIH929,5.248541
3931,Afatinib,NCIH929,1.033985
3932,Afuresertib,NCIH929,-2.575387
3933,Alisertib,NCIH929,2.606442
3934,Alpelisib,NCIH929,-1.016434
3935,Avagacestat,NCIH929,4.527099
3936,BI-2536,NCIH929,-2.448483
3937,BIBR-1532,NCIH929,4.8459
3938,BMS-345541,NCIH929,1.642431
3939,BMS-536924,NCIH929,-2.197765
3940,BMS-754807,NCIH929,-4.67242
3941,Bleomycin,NCIH929,2.122687
3942,Bleomycin (50 uM),NCIH929,2.753616
3943,Bortezomib,NCIH929,-5.774925
3944,Bosutinib,NCIH929,1.05002
3945,Bromosporine,NCIH929,-0.370657
3946,CCT007093,NCIH929,4.84521
3947,CZC24832,NCIH929,4.841927
3948,Camptothecin,NCIH929,-3.516091
3949,Carmustine,NCIH929,4.882997
3950,Cediranib,NCIH929,1.943834
3951,Cisplatin,NCIH929,2.11716
3952,Cyclophosphamide,NCIH929,4.715985
3953,Cytarabine,NCIH929,-0.379174
3954,Dabrafenib,NCIH929,2.698188
3955,Dacarbazine,NCIH929,4.152314
3956,Dactinomycin,NCIH929,-4.443292
3957,Dactolisib,NCIH929,-4.422553
3958,Daporinad,NCIH929,-4.933981
3959,Dasatinib,NCIH929,0.652864
3960,Dihydrorotenone,NCIH929,-0.383239
3961,Dinaciclib,NCIH929,-4.215739
3962,Docetaxel,NCIH929,-5.048914
3963,Doramapimod,NCIH929,2.666353
3964,EHT-1864,NCIH929,3.084044
3965,EPZ004777,NCIH929,4.768069
3966,EPZ5676,NCIH929,4.135358
3967,Elephantin,NCIH929,1.296457
3968,Entospletinib,NCIH929,2.85177
3969,Epirubicin,NCIH929,-2.462956
3970,Erlotinib,NCIH929,3.127348
3971,Fludarabine,NCIH929,3.662485
3972,Foretinib,NCIH929,0.274883
3973,Fulvestrant,NCIH929,2.91149
3974,GDC0810,NCIH929,4.673582
3975,GSK-LSD1,NCIH929,2.199991
3976,GSK1904529A,NCIH929,4.331663
3977,GSK2110183B,NCIH929,-1.699743
3978,GSK2578215A,NCIH929,4.835144
3979,GSK2801,NCIH929,3.552879
3980,GSK2830371,NCIH929,4.673278
3981,GSK343,NCIH929,3.488916
3982,GSK591,NCIH929,4.489423
3983,GW441756,NCIH929,3.072813
3984,Gefitinib,NCIH929,1.663209
3985,I-BRD9,NCIH929,1.433636
3986,ICL-SIRT078,NCIH929,4.164546
3987,IWP-2,NCIH929,2.527193
3988,Ibrutinib,NCIH929,4.809702
3989,Ipatasertib,NCIH929,-1.088066
3990,Irinotecan,NCIH929,1.444812
3991,JNK Inhibitor VIII,NCIH929,4.404628
3992,JQ1,NCIH929,-2.355215
3993,KRAS (G12C) Inhibitor-12,NCIH929,2.149276
3994,KU-55933,NCIH929,2.993079
3995,L-Oxonoreleagnine,NCIH929,2.908087
3996,LCL161,NCIH929,4.815711
3997,LGK974,NCIH929,2.878051
3998,LJI308,NCIH929,3.741211
3999,LMP744,NCIH929,-1.904122
4000,LY2109761,NCIH929,4.633588
4001,Lapatinib,NCIH929,3.346901
4002,Leflunomide,NCIH929,4.06048
4003,Lenalidomide,NCIH929,3.251968
4004,Lestaurtinib,NCIH929,-2.004093
4005,Linsitinib,NCIH929,-1.477084
4006,Luminespib,NCIH929,-4.307044
4007,MG-132,NCIH929,-2.928634
4008,MIM1,NCIH929,2.906805
4009,MIRA-1,NCIH929,2.403563
4010,MK-1775,NCIH929,0.891672
4011,MK-2206,NCIH929,-2.561175
4012,MK-8776,NCIH929,3.41076
4013,ML323,NCIH929,3.946805
4014,MN-64,NCIH929,4.709451
4015,Mirin,NCIH929,3.994537
4016,Mitoxantrone,NCIH929,-1.18103
4017,Motesanib,NCIH929,4.846059
4018,Mycophenolic acid,NCIH929,0.850075
4019,N-acetyl cysteine,NCIH929,10.402296
4020,NU7441,NCIH929,0.678935
4021,NVP-ADW742,NCIH929,-0.949365
4022,Navitoclax,NCIH929,3.154587
4023,Niraparib,NCIH929,2.561568
4024,OF-1,NCIH929,3.327256
4025,OTX015,NCIH929,-1.61842
4026,Olaparib,NCIH929,3.729511
4027,Osimertinib,NCIH929,2.543474
4028,Oxaliplatin,NCIH929,4.561591
4029,P22077,NCIH929,3.663268
4030,PCI-34051,NCIH929,4.118891
4031,PD0325901,NCIH929,-1.190144
4032,PD173074,NCIH929,3.421355
4033,PFI-1,NCIH929,1.697028
4034,PFI3,NCIH929,4.651645
4035,PLX-4720,NCIH929,4.99298
4036,POMHEX,NCIH929,0.639038
4037,PRIMA-1MET,NCIH929,1.68817
4038,PRT062607,NCIH929,1.840895
4039,Paclitaxel,NCIH929,-4.669659
4040,Palbociclib,NCIH929,2.068644
4041,Pevonedistat,NCIH929,-0.13286
4042,Pictilisib,NCIH929,-2.180606
4043,Podophyllotoxin bromide,NCIH929,-1.571687
4044,Pyridostatin,NCIH929,1.74128
4045,RVX-208,NCIH929,2.714067
4046,Rapamycin,NCIH929,-5.2424
4047,Refametinib,NCIH929,-1.199379
4048,Ribociclib,NCIH929,3.370937
4049,Rucaparib,NCIH929,2.744357
4050,Ruxolitinib,NCIH929,4.619988
4051,SB216763,NCIH929,4.846059
4052,SCH772984,NCIH929,0.915025
4053,SGC-CBP30,NCIH929,2.904256
4054,SGC0946,NCIH929,1.79944
4055,SN-38,NCIH929,-4.925711
4056,Sabutoclax,NCIH929,-2.112885
4057,Sapitinib,NCIH929,4.947556
4058,Savolitinib,NCIH929,1.540325
4059,Schweinfurthin A,NCIH929,-2.571232
4060,Selumetinib,NCIH929,1.365757
4061,Sepantronium bromide,NCIH929,-5.841627
4062,Serdemetan,NCIH929,3.142231
4063,Sinularin,NCIH929,3.080462
4064,Sorafenib,NCIH929,1.769591
4065,Staurosporine,NCIH929,-5.187803
4066,TW 37,NCIH929,0.255606
4067,Talazoparib,NCIH929,2.171443
4068,Tamoxifen,NCIH929,2.884772
4069,Tanespimycin,NCIH929,-0.93666
4070,Taselisib,NCIH929,-3.863989
4071,Telomerase Inhibitor IX,NCIH929,-1.181962
4072,Temozolomide,NCIH929,6.037617
4073,Temsirolimus,NCIH929,-2.845679
4074,Teniposide,NCIH929,-1.305686
4075,Topotecan,NCIH929,-1.391527
4076,Trametinib,NCIH929,-2.969017
4077,UMI-77,NCIH929,2.868834
4078,UNC0379,NCIH929,1.263785
4079,UNC0638,NCIH929,2.387763
4080,Ulixertinib,NCIH929,0.918101
4081,Uprosertib,NCIH929,-2.671412
4082,VE-822,NCIH929,4.150518
4083,VE821,NCIH929,3.811762
4084,VX-11e,NCIH929,0.737377
4085,Veliparib,NCIH929,4.778125
4086,Vinblastine,NCIH929,-4.615743
4087,Vincristine,NCIH929,-4.572673
4088,Vinorelbine,NCIH929,-4.889462
4089,Vismodegib,NCIH929,4.605423
4090,Vorinostat,NCIH929,0.583849
4091,WEHI-539,NCIH929,5.243048
4092,WIKI4,NCIH929,4.184861
4093,WZ4003,NCIH929,3.442631
4094,Wee1 Inhibitor,NCIH929,1.750909
4095,Wnt-C59,NCIH929,3.268734
4096,XAV939,NCIH929,4.12747
4097,YK-4-279,NCIH929,2.366866
4098,ZM447439,NCIH929,1.838299
4099,Zoledronate,NCIH929,2.631315
4100,alpha-lipoic acid,NCIH929,7.185372
4101,glutathione,NCIH929,9.324873
4102,5-Fluorouracil,A673,4.316464
4103,5-azacytidine,A673,2.164263
4104,A-366,A673,3.855681
4105,ABT737,A673,-0.084918
4106,AGI-6780,A673,3.644749
4107,AGK2,A673,2.23481
4108,AT13148,A673,3.018725
4109,AZ6102,A673,1.138411
4110,AZ960,A673,1.342469
4111,AZD1208,A673,5.078474
4112,AZD1332,A673,2.868643
4113,AZD2014,A673,1.127948
4114,AZD3759,A673,2.486393
4115,AZD4547,A673,1.041571
4116,AZD5153,A673,1.813482
4117,AZD5363,A673,3.036695
4118,AZD5438,A673,0.539769
4119,AZD5582,A673,1.678019
4120,AZD5991,A673,3.958148
4121,AZD6738,A673,0.900249
4122,AZD7762,A673,-0.485929
4123,AZD8055,A673,-1.246753
4124,AZD8186,A673,3.209736
4125,Acetalax,A673,2.870549
4126,Afatinib,A673,2.217784
4127,Afuresertib,A673,3.417316
4128,Alisertib,A673,0.475115
4129,Alpelisib,A673,2.748654
4130,Avagacestat,A673,4.375042
4131,BI-2536,A673,-3.662076
4132,BIBR-1532,A673,4.048136
4133,BMS-345541,A673,2.769846
4134,BMS-536924,A673,0.820145
4135,BMS-754807,A673,0.072312
4136,Bleomycin,A673,2.365632
4137,Bleomycin (50 uM),A673,2.750989
4138,Bortezomib,A673,-5.23388
4139,Bosutinib,A673,3.093127
4140,Bromosporine,A673,2.812234
4141,CCT007093,A673,5.187042
4142,CZC24832,A673,5.219213
4143,Camptothecin,A673,-4.869447
4144,Carmustine,A673,4.048033
4145,Cediranib,A673,1.611559
4146,Cisplatin,A673,-0.006975
4147,Cyclophosphamide,A673,4.263469
4148,Cytarabine,A673,-1.422633
4149,Dabrafenib,A673,3.43092
4150,Dacarbazine,A673,5.851702
4151,Dactinomycin,A673,-4.781006
4152,Dactolisib,A673,-2.77721
4153,Daporinad,A673,-6.29083
4154,Dasatinib,A673,3.50165
4155,Dihydrorotenone,A673,0.070358
4156,Dinaciclib,A673,-3.564444
4157,Docetaxel,A673,-6.070877
4158,Doramapimod,A673,4.232434
4159,EHT-1864,A673,3.63127
4160,EPZ004777,A673,4.491484
4161,EPZ5676,A673,5.532907
4162,Elephantin,A673,1.90687
4163,Entospletinib,A673,3.339687
4164,Epirubicin,A673,-2.342677
4165,Erlotinib,A673,2.730018
4166,Fludarabine,A673,4.437011
4167,Foretinib,A673,-0.512838
4168,Fulvestrant,A673,3.271377
4169,GDC0810,A673,4.9625
4170,GSK-LSD1,A673,2.129916
4171,GSK1904529A,A673,3.777529
4172,GSK2110183B,A673,3.860492
4173,GSK2578215A,A673,5.074112
4174,GSK2801,A673,4.92778
4175,GSK2830371,A673,5.240599
4176,GSK343,A673,3.699435
4177,GSK591,A673,2.43293
4178,GW441756,A673,3.10185
4179,Gefitinib,A673,3.578673
4180,I-BRD9,A673,4.053855
4181,ICL-SIRT078,A673,3.387675
4182,IWP-2,A673,2.730538
4183,Ibrutinib,A673,4.627663
4184,Ipatasertib,A673,3.503035
4185,Irinotecan,A673,-0.373574
4186,JNK Inhibitor VIII,A673,5.240599
4187,JQ1,A673,2.68907
4188,KRAS (G12C) Inhibitor-12,A673,2.740594
4189,KU-55933,A673,4.47732
4190,L-Oxonoreleagnine,A673,2.411677
4191,LCL161,A673,4.994853
4192,LGK974,A673,3.64225
4193,LJI308,A673,4.862155
4194,LMP744,A673,-3.959658
4195,LY2109761,A673,5.192777
4196,Lapatinib,A673,4.978386
4197,Leflunomide,A673,4.333747
4198,Lenalidomide,A673,5.007261
4199,Lestaurtinib,A673,-0.987762
4200,Linsitinib,A673,2.513584
4201,Luminespib,A673,-3.453785
4202,MG-132,A673,-1.531149
4203,MIM1,A673,2.858191
4204,MIRA-1,A673,4.228557
4205,MK-1775,A673,1.075156
4206,MK-2206,A673,3.297024
4207,MK-8776,A673,2.879665
4208,ML323,A673,4.834869
4209,MN-64,A673,4.592916
4210,Methotrexate,A673,-2.334867
4211,Mirin,A673,4.338239
4212,Mitoxantrone,A673,-1.420718
4213,Motesanib,A673,5.240599
4214,Mycophenolic acid,A673,0.044974
4215,N-acetyl cysteine,A673,7.063871
4216,NU7441,A673,3.227013
4217,NVP-ADW742,A673,1.332749
4218,Navitoclax,A673,1.09033
4219,Niraparib,A673,1.238439
4220,OF-1,A673,3.158491
4221,OTX015,A673,1.750779
4222,Olaparib,A673,1.782117
4223,Osimertinib,A673,1.37315
4224,Oxaliplatin,A673,3.902766
4225,P22077,A673,4.702387
4226,PCI-34051,A673,4.157572
4227,PD0325901,A673,2.117186
4228,PD173074,A673,5.071992
4229,PFI-1,A673,4.50499
4230,PFI3,A673,5.110946
4231,PLX-4720,A673,3.601904
4232,POMHEX,A673,2.272465
4233,PRIMA-1MET,A673,3.634317
4234,PRT062607,A673,2.539198
4235,Paclitaxel,A673,-5.193243
4236,Palbociclib,A673,2.219622
4237,Pevonedistat,A673,-1.829998
4238,Pictilisib,A673,0.977047
4239,Podophyllotoxin bromide,A673,-1.756932
4240,Pyridostatin,A673,3.203657
4241,RVX-208,A673,4.309239
4242,Rapamycin,A673,-3.929479
4243,Refametinib,A673,3.122181
4244,Ribociclib,A673,3.237048
4245,Rucaparib,A673,3.122203
4246,Ruxolitinib,A673,5.184373
4247,SB216763,A673,4.884472
4248,SCH772984,A673,3.873168
4249,SGC-CBP30,A673,3.878336
4250,SGC0946,A673,1.723942
4251,SN-38,A673,-6.826775
4252,Sabutoclax,A673,-1.156412
4253,Sapitinib,A673,4.892546
4254,Savolitinib,A673,2.717995
4255,Schweinfurthin A,A673,-3.13674
4256,Selumetinib,A673,4.269961
4257,Sepantronium bromide,A673,-6.083814
4258,Serdemetan,A673,1.419881
4259,Sinularin,A673,2.301358
4260,Sorafenib,A673,2.52675
4261,Staurosporine,A673,-2.514104
4262,TW 37,A673,-0.580572
4263,Talazoparib,A673,-1.393285
4264,Tamoxifen,A673,3.381185
4265,Tanespimycin,A673,0.939662
4266,Taselisib,A673,1.782255
4267,Telomerase Inhibitor IX,A673,0.557259
4268,Temozolomide,A673,5.773081
4269,Temsirolimus,A673,0.090029
4270,Teniposide,A673,-1.750262
4271,Topotecan,A673,-2.553757
4272,Trametinib,A673,1.222227
4273,UMI-77,A673,1.062561
4274,UNC0379,A673,2.92997
4275,UNC0638,A673,4.063569
4276,Ulixertinib,A673,1.511425
4277,Uprosertib,A673,3.428245
4278,VE-822,A673,2.291956
4279,VE821,A673,2.5272
4280,VX-11e,A673,2.696722
4281,Veliparib,A673,4.708132
4282,Vinblastine,A673,-6.014483
4283,Vincristine,A673,-4.967929
4284,Vinorelbine,A673,-4.672532
4285,Vismodegib,A673,4.392506
4286,Vorinostat,A673,1.268468
4287,WEHI-539,A673,3.627991
4288,WIKI4,A673,3.346088
4289,WZ4003,A673,3.541434
4290,Wee1 Inhibitor,A673,1.632439
4291,Wnt-C59,A673,4.036257
4292,XAV939,A673,4.160376
4293,YK-4-279,A673,0.464058
4294,ZM447439,A673,0.374213
4295,Zoledronate,A673,3.316086
4296,alpha-lipoic acid,A673,7.568813
4297,glutathione,A673,9.156372
4298,5-Fluorouracil,KARPAS299,0.674253
4299,A-366,KARPAS299,3.941877
4300,ABT737,KARPAS299,3.59629
4301,AGI-6780,KARPAS299,3.030879
4302,AGK2,KARPAS299,-0.835957
4303,AT13148,KARPAS299,2.53488
4304,AZ6102,KARPAS299,1.82341
4305,AZD3759,KARPAS299,1.335838
4306,AZD4547,KARPAS299,2.486596
4307,AZD5363,KARPAS299,2.278085
4308,AZD5582,KARPAS299,-4.331217
4309,AZD6738,KARPAS299,-0.862683
4310,AZD7762,KARPAS299,-2.453652
4311,AZD8055,KARPAS299,-1.64016
4312,AZD8186,KARPAS299,4.163615
4313,Acetalax,KARPAS299,5.290489
4314,Afatinib,KARPAS299,1.433743
4315,Afuresertib,KARPAS299,2.588887
4316,Alisertib,KARPAS299,3.591495
4317,Alpelisib,KARPAS299,4.37622
4318,Avagacestat,KARPAS299,4.0073
4319,BI-2536,KARPAS299,-4.377334
4320,BIBR-1532,KARPAS299,4.436154
4321,BMS-536924,KARPAS299,0.414791
4322,BMS-754807,KARPAS299,0.72227
4323,Bleomycin,KARPAS299,3.051007
4324,Bleomycin (50 uM),KARPAS299,3.082185
4325,Bortezomib,KARPAS299,-5.538745
4326,Bosutinib,KARPAS299,1.279716
4327,Bromosporine,KARPAS299,0.615805
4328,CCT007093,KARPAS299,4.892122
4329,CZC24832,KARPAS299,4.576872
4330,Camptothecin,KARPAS299,-3.236001
4331,Carmustine,KARPAS299,5.557096
4332,Cediranib,KARPAS299,1.423231
4333,Cisplatin,KARPAS299,1.168718
4334,Cyclophosphamide,KARPAS299,4.914158
4335,Cytarabine,KARPAS299,0.322474
4336,Dabrafenib,KARPAS299,2.898638
4337,Dacarbazine,KARPAS299,5.427416
4338,Dactinomycin,KARPAS299,-5.23536
4339,Dactolisib,KARPAS299,-2.877966
4340,Daporinad,KARPAS299,-3.39967
4341,Dasatinib,KARPAS299,2.402894
4342,Dihydrorotenone,KARPAS299,1.142817
4343,Dinaciclib,KARPAS299,-3.938316
4344,Docetaxel,KARPAS299,-4.806955
4345,Doramapimod,KARPAS299,4.920457
4346,EHT-1864,KARPAS299,2.921017
4347,EPZ004777,KARPAS299,3.351227
4348,EPZ5676,KARPAS299,4.773906
4349,Elephantin,KARPAS299,1.081409
4350,Entospletinib,KARPAS299,2.388107
4351,Epirubicin,KARPAS299,-2.654783
4352,Erlotinib,KARPAS299,3.446137
4353,Fludarabine,KARPAS299,4.780939
4354,Foretinib,KARPAS299,0.617433
4355,Fulvestrant,KARPAS299,3.610642
4356,GDC0810,KARPAS299,4.639805
4357,GSK-LSD1,KARPAS299,2.394255
4358,GSK1904529A,KARPAS299,3.964468
4359,GSK2110183B,KARPAS299,2.858632
4360,GSK2578215A,KARPAS299,4.716767
4361,GSK2801,KARPAS299,4.742976
4362,GSK2830371,KARPAS299,4.920457
4363,GSK343,KARPAS299,2.198504
4364,GSK591,KARPAS299,1.828315
4365,GW441756,KARPAS299,3.311019
4366,Gefitinib,KARPAS299,3.281584
4367,I-BRD9,KARPAS299,2.707412
4368,ICL-SIRT078,KARPAS299,2.149053
4369,Ibrutinib,KARPAS299,3.798172
4370,Ipatasertib,KARPAS299,3.605282
4371,Irinotecan,KARPAS299,1.087863
4372,JNK Inhibitor VIII,KARPAS299,4.914202
4373,JQ1,KARPAS299,0.380868
4374,KRAS (G12C) Inhibitor-12,KARPAS299,4.577791
4375,KU-55933,KARPAS299,4.514494
4376,L-Oxonoreleagnine,KARPAS299,3.048903
4377,LGK974,KARPAS299,2.523893
4378,LJI308,KARPAS299,4.873176
4379,LMP744,KARPAS299,-1.237141
4380,LY2109761,KARPAS299,3.988306
4381,Lapatinib,KARPAS299,3.695213
4382,Lenalidomide,KARPAS299,4.581353
4383,Lestaurtinib,KARPAS299,-2.131984
4384,Linsitinib,KARPAS299,4.197413
4385,Luminespib,KARPAS299,-3.151721
