,drug,cell_line,IC50
14044,Savolitinib,RERFGC1B,2.028055
14045,Schweinfurthin A,RERFGC1B,3.375346
14046,Selumetinib,RERFGC1B,3.483864
14047,Sepantronium bromide,RERFGC1B,-4.060855
14048,Serdemetan,RERFGC1B,3.997577
14049,Sinularin,RERFGC1B,3.688117
14050,Sorafenib,RERFGC1B,2.888563
14051,Talazoparib,RERFGC1B,3.562734
14052,Tamoxifen,RERFGC1B,3.19054
14053,Tanespimycin,RERFGC1B,1.465137
14054,Telomerase Inhibitor IX,RERFGC1B,0.862403
14055,Temsirolimus,RERFGC1B,3.397139
14056,Teniposide,RERFGC1B,1.835363
14057,Topotecan,RERFGC1B,0.709761
14058,Trametinib,RERFGC1B,-1.236247
14059,UMI-77,RERFGC1B,2.181179
14060,UNC0379,RERFGC1B,2.907662
14061,UNC0638,RERFGC1B,3.670316
14062,Ulixertinib,RERFGC1B,2.185951
14063,Uprosertib,RERFGC1B,2.484306
14064,VE-822,RERFGC1B,3.094925
14065,VX-11e,RERFGC1B,2.261698
14066,Veliparib,RERFGC1B,5.666
14067,Venetoclax,RERFGC1B,2.486672
14068,Vinblastine,RERFGC1B,-1.984125
14069,Vincristine,RERFGC1B,2.395584
14070,Vinorelbine,RERFGC1B,-2.154957
14071,Vismodegib,RERFGC1B,4.313049
14072,Vorinostat,RERFGC1B,0.802861
14073,WEHI-539,RERFGC1B,3.074771
14074,WIKI4,RERFGC1B,3.682602
14075,WZ4003,RERFGC1B,3.353183
14076,Wnt-C59,RERFGC1B,2.972411
14077,XAV939,RERFGC1B,3.855534
14078,YK-4-279,RERFGC1B,3.143568
14079,ZM447439,RERFGC1B,1.044251
14080,Zoledronate,RERFGC1B,3.434005
14081,alpha-lipoic acid,RERFGC1B,6.836284
14082,glutathione,RERFGC1B,9.535546
14083,5-Fluorouracil,SKLMS1,4.844374
14084,5-azacytidine,SKLMS1,1.961578
14085,A-366,SKLMS1,5.041789
14086,ABT737,SKLMS1,3.815443
14087,AGI-5198,SKLMS1,4.703283
14088,AGI-6780,SKLMS1,4.295644
14089,AMG-319,SKLMS1,4.433961
14090,AT13148,SKLMS1,4.448053
14091,AZ6102,SKLMS1,2.756064
14092,AZ960,SKLMS1,1.289959
14093,AZD1208,SKLMS1,5.758247
14094,AZD2014,SKLMS1,2.703287
14095,AZD3759,SKLMS1,3.816162
14096,AZD4547,SKLMS1,4.152549
14097,AZD5153,SKLMS1,0.240229
14098,AZD5363,SKLMS1,4.17411
14099,AZD5582,SKLMS1,2.944138
14100,AZD5991,SKLMS1,5.762627
14101,AZD6738,SKLMS1,4.534962
14102,AZD7762,SKLMS1,1.259856
14103,AZD8055,SKLMS1,-0.787809
14104,AZD8186,SKLMS1,3.551795
14105,Acetalax,SKLMS1,5.523112
14106,Afatinib,SKLMS1,2.296276
14107,Alisertib,SKLMS1,0.982657
14108,Alpelisib,SKLMS1,5.1421
14109,Avagacestat,SKLMS1,5.532979
14110,Axitinib,SKLMS1,2.810647
14111,BI-2536,SKLMS1,-1.51556
14112,BIBR-1532,SKLMS1,5.693405
14113,BMS-345541,SKLMS1,3.481533
14114,BMS-536924,SKLMS1,3.750806
14115,BMS-754807,SKLMS1,2.260777
14116,Bleomycin,SKLMS1,1.359676
14117,Bleomycin (50 uM),SKLMS1,2.984582
14118,Bortezomib,SKLMS1,-4.128918
14119,Bosutinib,SKLMS1,3.427969
14120,Bromosporine,SKLMS1,2.699092
14121,Buparlisib,SKLMS1,1.472206
14122,CCT007093,SKLMS1,5.202879
14123,CPI-637,SKLMS1,3.466252
14124,CZC24832,SKLMS1,5.438168
14125,Carmustine,SKLMS1,6.662977
14126,Cediranib,SKLMS1,3.9989
14127,Cisplatin,SKLMS1,2.8173
14128,Crizotinib,SKLMS1,2.209696
14129,Cyclophosphamide,SKLMS1,5.745756
14130,Cytarabine,SKLMS1,1.395622
14131,Dabrafenib,SKLMS1,4.498313
14132,Dacarbazine,SKLMS1,6.41555
14133,Dactinomycin,SKLMS1,-4.127806
14134,Dactolisib,SKLMS1,-1.672837
14135,Daporinad,SKLMS1,-4.047431
14136,Dasatinib,SKLMS1,2.31008
14137,Dihydrorotenone,SKLMS1,1.151902
14138,Dinaciclib,SKLMS1,-3.712535
14139,EHT-1864,SKLMS1,4.082663
14140,EPZ5676,SKLMS1,5.455141
14141,Elephantin,SKLMS1,1.839029
14142,Entinostat,SKLMS1,1.720745
14143,Entospletinib,SKLMS1,3.71667
14144,Erlotinib,SKLMS1,4.440688
14145,Fludarabine,SKLMS1,5.560738
14146,Foretinib,SKLMS1,0.698953
14147,Fulvestrant,SKLMS1,4.087537
14148,GDC0810,SKLMS1,5.719858
14149,GNE-317,SKLMS1,1.061142
14150,GSK-LSD1,SKLMS1,2.894759
14151,GSK1904529A,SKLMS1,4.535001
14152,GSK2110183B,SKLMS1,4.443534
14153,GSK2578215A,SKLMS1,5.720927
14154,GSK2606414,SKLMS1,3.598467
14155,GSK2801,SKLMS1,5.104916
14156,GSK2830371,SKLMS1,5.762627
14157,GSK343,SKLMS1,2.952632
14158,GSK591,SKLMS1,5.303356
14159,GW441756,SKLMS1,4.105255
14160,Gallibiscoquinazole,SKLMS1,2.171052
14161,Gefitinib,SKLMS1,3.539724
14162,Gemcitabine,SKLMS1,-3.260142
14163,I-BET-762,SKLMS1,3.286024
14164,ICL-SIRT078,SKLMS1,4.324842
14165,IWP-2,SKLMS1,2.453246
14166,Ibrutinib,SKLMS1,5.742645
14167,Ipatasertib,SKLMS1,5.103458
14168,JNK Inhibitor VIII,SKLMS1,5.671515
14169,JQ1,SKLMS1,2.479526
14170,KRAS (G12C) Inhibitor-12,SKLMS1,6.249822
14171,KU-55933,SKLMS1,5.664809
14172,L-Oxonoreleagnine,SKLMS1,2.796186
14173,LCL161,SKLMS1,4.640772
14174,LGK974,SKLMS1,3.878926
14175,LJI308,SKLMS1,5.308865
14176,LMP744,SKLMS1,-1.66146
14177,LY2109761,SKLMS1,5.714935
14178,Lapatinib,SKLMS1,4.181539
14179,Leflunomide,SKLMS1,4.570906
14180,Lenalidomide,SKLMS1,5.759732
14181,Lestaurtinib,SKLMS1,-0.140543
14182,Linsitinib,SKLMS1,4.663471
14183,Luminespib,SKLMS1,-3.70236
14184,MG-132,SKLMS1,-1.396273
14185,MIM1,SKLMS1,4.826997
14186,MK-1775,SKLMS1,1.421829
14187,MK-2206,SKLMS1,3.375323
14188,MK-8776,SKLMS1,4.682133
14189,ML323,SKLMS1,5.162841
14190,MN-64,SKLMS1,5.754994
14191,Methotrexate,SKLMS1,0.65532
14192,Mirin,SKLMS1,4.101745
14193,Mitoxantrone,SKLMS1,-1.555856
14194,Motesanib,SKLMS1,5.762627
14195,Mycophenolic acid,SKLMS1,-0.011018
14196,N-acetyl cysteine,SKLMS1,10.62309
14197,NU7441,SKLMS1,3.468167
14198,NVP-ADW742,SKLMS1,3.864446
14199,Navitoclax,SKLMS1,2.201429
14200,Nelarabine,SKLMS1,6.335016
14201,Nilotinib,SKLMS1,4.379086
14202,Niraparib,SKLMS1,3.880421
14203,Nutlin-3a (-),SKLMS1,5.537859
14204,OF-1,SKLMS1,5.493792
14205,OSI-027,SKLMS1,0.848913
14206,Obatoclax Mesylate,SKLMS1,1.202677
14207,Olaparib,SKLMS1,4.381632
14208,Oxaliplatin,SKLMS1,5.226186
14209,PCI-34051,SKLMS1,4.211165
14210,PD0325901,SKLMS1,0.784625
14211,PD173074,SKLMS1,4.084393
14212,PFI-1,SKLMS1,4.738087
14213,PFI3,SKLMS1,4.913893
14214,POMHEX,SKLMS1,0.975037
14215,PRIMA-1MET,SKLMS1,1.839034
14216,PRT062607,SKLMS1,2.799048
14217,Paclitaxel,SKLMS1,-3.422084
14218,Palbociclib,SKLMS1,4.092826
14219,Pevonedistat,SKLMS1,0.797429
14220,Picolinici-acid,SKLMS1,5.257236
14221,Pictilisib,SKLMS1,0.505753
14222,Podophyllotoxin bromide,SKLMS1,-2.720311
14223,Pyridostatin,SKLMS1,4.341098
14224,RO-3306,SKLMS1,3.09749
14225,RVX-208,SKLMS1,4.549991
14226,Refametinib,SKLMS1,1.413483
14227,Ribociclib,SKLMS1,4.233834
14228,Romidepsin,SKLMS1,-5.292555
14229,Rucaparib,SKLMS1,3.940533
14230,Ruxolitinib,SKLMS1,5.179582
14231,SB216763,SKLMS1,5.334039
14232,SB590885,SKLMS1,5.047765
14233,SCH772984,SKLMS1,1.855954
14234,SGC-CBP30,SKLMS1,3.907975
14235,SGC0946,SKLMS1,1.749905
14236,SN-38,SKLMS1,-4.666531
14237,Sabutoclax,SKLMS1,-0.265863
14238,Sapitinib,SKLMS1,5.432138
14239,Savolitinib,SKLMS1,2.201706
14240,Schweinfurthin A,SKLMS1,-0.750992
14241,Selumetinib,SKLMS1,5.000353
14242,Sepantronium bromide,SKLMS1,-6.440596
14243,Serdemetan,SKLMS1,4.440038
14244,Sinularin,SKLMS1,3.528804
14245,Sorafenib,SKLMS1,3.435554
14246,TW 37,SKLMS1,1.395074
14247,Talazoparib,SKLMS1,4.673953
14248,Tamoxifen,SKLMS1,5.420824
14249,Tanespimycin,SKLMS1,0.206636
14250,Telomerase Inhibitor IX,SKLMS1,1.154522
14251,Temsirolimus,SKLMS1,-0.563534
14252,Teniposide,SKLMS1,-0.700833
14253,Topotecan,SKLMS1,-3.114488
14254,Trametinib,SKLMS1,-0.468774
14255,UMI-77,SKLMS1,3.863794
14256,UNC0379,SKLMS1,2.973065
14257,UNC0638,SKLMS1,4.939466
14258,Ulixertinib,SKLMS1,2.726597
14259,Uprosertib,SKLMS1,3.596717
14260,VE-822,SKLMS1,4.823184
14261,VX-11e,SKLMS1,3.096599
14262,Veliparib,SKLMS1,4.680082
14263,Venetoclax,SKLMS1,3.563587
14264,Vinblastine,SKLMS1,-3.712526
14265,Vincristine,SKLMS1,-4.275432
14266,Vinorelbine,SKLMS1,-4.002744
14267,Vismodegib,SKLMS1,5.461263
14268,Vorinostat,SKLMS1,2.251921
14269,WEHI-539,SKLMS1,3.291959
14270,WIKI4,SKLMS1,4.527788
14271,WZ4003,SKLMS1,4.583684
14272,Wnt-C59,SKLMS1,4.91733
14273,XAV939,SKLMS1,3.937612
14274,YK-4-279,SKLMS1,2.596876
14275,ZM447439,SKLMS1,2.216295
14276,Zoledronate,SKLMS1,4.153131
14277,alpha-lipoic acid,SKLMS1,7.834217
14278,glutathione,SKLMS1,9.107151
14279,5-Fluorouracil,THP1,1.497902
14280,ABT737,THP1,1.235732
14281,AGI-5198,THP1,3.348077
14282,AGI-6780,THP1,4.340272
14283,AMG-319,THP1,2.003354
14284,AT13148,THP1,1.876494
14285,AZ6102,THP1,2.622992
14286,AZ960,THP1,1.508576
14287,AZD3759,THP1,1.533442
14288,AZD4547,THP1,3.558727
14289,AZD5363,THP1,1.493277
14290,AZD5582,THP1,1.386658
14291,AZD6482,THP1,1.571486
14292,AZD6738,THP1,0.943711
14293,AZD7762,THP1,-1.237062
14294,AZD8186,THP1,1.256593
14295,Afatinib,THP1,0.641912
14296,Alisertib,THP1,2.723456
14297,Alpelisib,THP1,1.441216
14298,Avagacestat,THP1,3.005019
14299,Axitinib,THP1,2.188656
14300,BI-2536,THP1,-0.670908
14301,BIBR-1532,THP1,4.633036
14302,BMS-345541,THP1,1.567277
14303,BMS-536924,THP1,2.967908
14304,BMS-754807,THP1,3.039084
14305,BX795,THP1,3.570024
14306,Bicalutamide,THP1,3.959513
14307,Bortezomib,THP1,-5.396119
14308,Bosutinib,THP1,2.544909
14309,Buparlisib,THP1,0.690424
14310,CCT-018159,THP1,3.699725
14311,CCT007093,THP1,4.134584
14312,CHIR-99021,THP1,5.144484
14313,CZC24832,THP1,2.965498
14314,Cediranib,THP1,1.971349
14315,Crizotinib,THP1,2.528136
14316,Cyclophosphamide,THP1,4.711847
14317,Dabrafenib,THP1,3.607662
14318,Dactinomycin,THP1,-4.653588
14319,Dactolisib,THP1,-1.185055
14320,Daporinad,THP1,-5.981461
14321,Dasatinib,THP1,2.481046
14322,Dinaciclib,THP1,-3.79781
14323,EHT-1864,THP1,3.759898
14324,EPZ5676,THP1,4.746713
14325,Elesclomol,THP1,-1.521042
14326,Entinostat,THP1,1.274951
14327,Entospletinib,THP1,4.425896
14328,Erlotinib,THP1,4.499108
14329,Foretinib,THP1,1.002348
14330,Fulvestrant,THP1,2.838862
14331,GDC0810,THP1,4.435623
14332,GNE-317,THP1,0.497042
14333,GSK1904529A,THP1,4.605522
14334,GSK2578215A,THP1,3.18816
14335,GSK2606414,THP1,3.00615
14336,GSK269962A,THP1,3.100024
14337,GSK343,THP1,2.579485
14338,GSK591,THP1,4.034706
14339,GW441756,THP1,3.27671
14340,Gefitinib,THP1,3.07339
14341,Gemcitabine,THP1,-4.153003
14342,I-BET-762,THP1,0.235484
14343,IOX2,THP1,2.044136
14344,IWP-2,THP1,2.591257
14345,Ibrutinib,THP1,3.972782
14346,Ipatasertib,THP1,1.943901
14347,JNK Inhibitor VIII,THP1,4.685188
14348,JQ1,THP1,-1.005044
14349,KRAS (G12C) Inhibitor-12,THP1,5.511712
14350,KU-55933,THP1,4.359129
14351,LCL161,THP1,4.683185
14352,LGK974,THP1,3.07555
14353,LJI308,THP1,3.704719
14354,LY2109761,THP1,4.464426
14355,Lapatinib,THP1,4.164057
14356,Leflunomide,THP1,4.604832
14357,Lenalidomide,THP1,5.121117
14358,Lestaurtinib,THP1,-0.426101
14359,Linsitinib,THP1,4.409507
14360,Luminespib,THP1,-3.082846
14361,MG-132,THP1,-1.421899
14362,MK-1775,THP1,0.066295
14363,MK-2206,THP1,1.016154
14364,MK-8776,THP1,0.641276
14365,ML323,THP1,3.834489
14366,MN-64,THP1,5.144484
14367,Methotrexate,THP1,2.407871
14368,Mirin,THP1,5.142075
14369,Motesanib,THP1,5.110504
14370,NU7441,THP1,1.500528
14371,NVP-ADW742,THP1,2.267388
14372,Navitoclax,THP1,1.513197
14373,Nilotinib,THP1,3.01681
14374,Niraparib,THP1,2.230987
14375,Nutlin-3a (-),THP1,5.099553
14376,OF-1,THP1,3.364762
14377,OSI-027,THP1,1.689813
14378,Olaparib,THP1,4.066614
14379,Oxaliplatin,THP1,2.005613
14380,PCI-34051,THP1,4.092947
14381,PD0325901,THP1,-0.095676
14382,PD173074,THP1,3.525303
14383,PF-4708671,THP1,3.110816
14384,PFI-1,THP1,1.772508
14385,PFI3,THP1,5.082819
14386,PRIMA-1MET,THP1,3.088368
14387,PRT062607,THP1,1.211255
14388,Paclitaxel,THP1,-3.115744
14389,Palbociclib,THP1,2.185332
14390,Pevonedistat,THP1,-1.780134
14391,Picolinici-acid,THP1,5.144484
14392,Pictilisib,THP1,0.495149
14393,Piperlongumine,THP1,1.563039
14394,Pyridostatin,THP1,2.470533
14395,RO-3306,THP1,2.719638
14396,RVX-208,THP1,2.062486
14397,Refametinib,THP1,1.604003
14398,Ribociclib,THP1,2.481189
14399,Rucaparib,THP1,4.391607
14400,Ruxolitinib,THP1,4.017635
14401,SB216763,THP1,5.144484
14402,SB505124,THP1,5.144484
14403,SB590885,THP1,4.24195
14404,SCH772984,THP1,0.682363
14405,SGC0946,THP1,1.481606
14406,SL0101,THP1,3.711413
14407,SN-38,THP1,-3.948896
14408,Sabutoclax,THP1,0.040989
14409,Sapitinib,THP1,4.602386
14410,Savolitinib,THP1,2.829856
14411,Selumetinib,THP1,0.649301
14412,Sepantronium bromide,THP1,-3.602156
14413,Serdemetan,THP1,2.656651
14414,Sorafenib,THP1,1.925388
14415,Talazoparib,THP1,0.939551
14416,Tamoxifen,THP1,4.316031
14417,Tanespimycin,THP1,0.415789
14418,Telomerase Inhibitor IX,THP1,0.768939
14419,Temsirolimus,THP1,1.629913
14420,Tozasertib,THP1,0.798259
14421,Trametinib,THP1,-1.341186
14422,Tretinoin,THP1,4.208694
14423,Ulixertinib,THP1,1.040067
14424,Uprosertib,THP1,1.677902
14425,VE-822,THP1,0.90491
14426,VX-11e,THP1,1.419025
14427,Veliparib,THP1,5.144484
14428,Venetoclax,THP1,0.824632
14429,Vinorelbine,THP1,-3.735707
14430,Vismodegib,THP1,4.943969
14431,Vorinostat,THP1,0.560631
14432,WEHI-539,THP1,4.337297
14433,WIKI4,THP1,3.088424
14434,WZ4003,THP1,4.389748
14435,Wnt-C59,THP1,3.27177
14436,XAV939,THP1,3.648679
14437,YK-4-279,THP1,1.814241
14438,ZM447439,THP1,3.445599
14439,5-Fluorouracil,T47D,4.94711
14440,5-azacytidine,T47D,3.091735
14441,A-366,T47D,5.312698
14442,ABT737,T47D,2.849926
14443,AGI-5198,T47D,4.400933
14444,AGI-6780,T47D,3.380732
14445,AMG-319,T47D,4.866001
14446,AT13148,T47D,4.848907
14447,AZ6102,T47D,2.951625
14448,AZ960,T47D,3.715124
14449,AZD1208,T47D,3.317186
14450,AZD2014,T47D,0.887832
14451,AZD3759,T47D,2.174105
14452,AZD4547,T47D,2.921394
14453,AZD5153,T47D,2.208601
14454,AZD5363,T47D,1.952039
14455,AZD5582,T47D,1.92206
14456,AZD5991,T47D,5.441785
14457,AZD6482,T47D,2.254174
14458,AZD6738,T47D,3.438453
14459,AZD7762,T47D,2.696109
14460,AZD8055,T47D,-0.49806
14461,AZD8186,T47D,1.831681
14462,Acetalax,T47D,2.73078
14463,Afatinib,T47D,1.792157
14464,Alisertib,T47D,3.237344
14465,Alpelisib,T47D,1.613641
14466,Avagacestat,T47D,5.313039
14467,Axitinib,T47D,3.262501
14468,BI-2536,T47D,1.75775
14469,BIBR-1532,T47D,4.65463
14470,BMS-345541,T47D,4.760588
14471,BMS-536924,T47D,2.369694
14472,BMS-754807,T47D,2.744798
14473,Bleomycin,T47D,3.35917
14474,Bleomycin (50 uM),T47D,4.97641
14475,Bortezomib,T47D,-5.240235
14476,Bosutinib,T47D,3.101952
14477,Bromosporine,T47D,3.031007
14478,Buparlisib,T47D,0.29086
14479,CCT007093,T47D,5.114294
14480,CPI-637,T47D,3.961647
14481,CZC24832,T47D,4.90416
14482,Carmustine,T47D,5.001033
14483,Cediranib,T47D,1.695343
14484,Cisplatin,T47D,5.887789
14485,Crizotinib,T47D,2.946664
14486,Cyclophosphamide,T47D,5.483147
14487,Cytarabine,T47D,4.085559
14488,Dabrafenib,T47D,3.95163
14489,Dacarbazine,T47D,6.017065
14490,Dactinomycin,T47D,-3.674495
14491,Dactolisib,T47D,-1.634055
14492,Dasatinib,T47D,1.838308
14493,Dihydrorotenone,T47D,-0.346314
14494,Dinaciclib,T47D,-1.269971
14495,EHT-1864,T47D,2.956259
14496,EPZ5676,T47D,5.81427
14497,Elephantin,T47D,3.253631
14498,Entinostat,T47D,2.388147
14499,Entospletinib,T47D,3.838427
14500,Erlotinib,T47D,2.70857
14501,Fludarabine,T47D,4.462753
14502,Foretinib,T47D,2.453351
14503,Fulvestrant,T47D,1.591115
14504,GDC0810,T47D,3.237236
14505,GNE-317,T47D,-0.717061
14506,GSK-LSD1,T47D,3.120155
14507,GSK1904529A,T47D,2.35733
14508,GSK2110183B,T47D,1.655092
14509,GSK2578215A,T47D,5.003125
14510,GSK2606414,T47D,3.792805
14511,GSK269962A,T47D,3.876589
14512,GSK2801,T47D,5.535089
14513,GSK2830371,T47D,5.758604
14514,GSK343,T47D,3.660007
14515,GSK591,T47D,4.373641
14516,GW441756,T47D,3.116836
14517,Gallibiscoquinazole,T47D,1.693636
14518,Gefitinib,T47D,4.099682
14519,Gemcitabine,T47D,3.98328
14520,I-BET-762,T47D,3.909863
14521,ICL-SIRT078,T47D,4.122505
14522,IWP-2,T47D,3.397295
14523,Ibrutinib,T47D,3.771399
14524,Ipatasertib,T47D,1.311541
14525,JNK Inhibitor VIII,T47D,4.988195
14526,JQ1,T47D,3.410163
14527,KRAS (G12C) Inhibitor-12,T47D,3.473482
14528,KU-55933,T47D,4.56428
14529,L-Oxonoreleagnine,T47D,2.941673
14530,LCL161,T47D,4.964699
14531,LGK974,T47D,3.589349
14532,LJI308,T47D,5.650924
14533,LMP744,T47D,0.050714
14534,LY2109761,T47D,3.148817
14535,Lapatinib,T47D,2.986515
14536,Leflunomide,T47D,7.266787
14537,Lenalidomide,T47D,5.725907
14538,Lestaurtinib,T47D,1.519228
14539,Linsitinib,T47D,3.491313
14540,Luminespib,T47D,-1.413876
14541,MG-132,T47D,-1.229026
14542,MIM1,T47D,3.246442
14543,MK-1775,T47D,2.280872
14544,MK-2206,T47D,1.957418
14545,MK-8776,T47D,4.952667
14546,ML323,T47D,3.747082
14547,MN-64,T47D,3.300888
14548,Methotrexate,T47D,-2.170193
14549,Mirin,T47D,4.964856
14550,Mitoxantrone,T47D,1.644722
14551,Motesanib,T47D,5.724775
14552,Mycophenolic acid,T47D,4.41672
14553,N-acetyl cysteine,T47D,9.61844
14554,NU7441,T47D,3.60643
14555,NVP-ADW742,T47D,2.732341
14556,Navitoclax,T47D,1.834105
14557,Nelarabine,T47D,6.222224
14558,Nilotinib,T47D,2.393384
14559,Niraparib,T47D,5.703967
14560,Nutlin-3a (-),T47D,4.335964
14561,OF-1,T47D,2.190719
14562,OSI-027,T47D,0.963955
14563,Obatoclax Mesylate,T47D,1.440087
14564,Olaparib,T47D,4.629842
14565,Oxaliplatin,T47D,5.153158
14566,PCI-34051,T47D,3.902574
14567,PD0325901,T47D,3.962264
14568,PD173074,T47D,3.966305
14569,PF-4708671,T47D,4.259718
14570,PFI-1,T47D,4.818876
14571,PFI3,T47D,5.755426
14572,POMHEX,T47D,1.051617
14573,PRIMA-1MET,T47D,3.438855
14574,PRT062607,T47D,3.665576
14575,Paclitaxel,T47D,-2.383534
14576,Palbociclib,T47D,3.234588
14577,Pevonedistat,T47D,3.083529
14578,Picolinici-acid,T47D,5.444629
14579,Pictilisib,T47D,0.287315
14580,Podophyllotoxin bromide,T47D,0.868888
14581,Pyridostatin,T47D,4.075331
14582,RO-3306,T47D,3.627308
14583,RVX-208,T47D,5.366969
14584,Refametinib,T47D,3.154598
14585,Ribociclib,T47D,3.461965
14586,Romidepsin,T47D,-4.973039
14587,Rucaparib,T47D,3.979621
14588,Ruxolitinib,T47D,5.333932
14589,SB216763,T47D,5.650589
14590,SB590885,T47D,4.992082
14591,SCH772984,T47D,3.231423
14592,SGC-CBP30,T47D,4.991128
14593,SGC0946,T47D,2.11669
14594,SN-38,T47D,-3.973162
14595,Sabutoclax,T47D,-1.634477
14596,Sapitinib,T47D,3.40586
14597,Savolitinib,T47D,2.235309
14598,Schweinfurthin A,T47D,2.402342
14599,Selumetinib,T47D,5.016577
14600,Sepantronium bromide,T47D,-3.280379
14601,Serdemetan,T47D,3.824796
14602,Sinularin,T47D,2.726069
14603,Sorafenib,T47D,3.489782
14604,Talazoparib,T47D,4.25747
14605,Tamoxifen,T47D,2.451953
14606,Tanespimycin,T47D,2.656687
14607,Telomerase Inhibitor IX,T47D,1.458913
14608,Temsirolimus,T47D,-0.641473
14609,Teniposide,T47D,1.399433
14610,Topotecan,T47D,0.683695
14611,Tozasertib,T47D,3.804385
14612,Trametinib,T47D,2.395883
14613,UMI-77,T47D,2.271571
14614,UNC0379,T47D,4.167439
14615,UNC0638,T47D,4.10229
14616,Ulixertinib,T47D,3.329343
14617,Uprosertib,T47D,3.299408
14618,VE-822,T47D,3.607251
14619,VX-11e,T47D,3.670414
14620,Veliparib,T47D,5.717061
14621,Venetoclax,T47D,2.209428
14622,Vinblastine,T47D,-1.427683
14623,Vincristine,T47D,2.251813
14624,Vinorelbine,T47D,-2.220848
14625,Vismodegib,T47D,5.170475
14626,Vorinostat,T47D,1.376427
14627,WEHI-539,T47D,3.516854
14628,WIKI4,T47D,2.661778
14629,WZ4003,T47D,5.089136
14630,Wnt-C59,T47D,3.099022
14631,XAV939,T47D,5.013024
14632,YK-4-279,T47D,3.746401
14633,ZM447439,T47D,4.026332
14634,Zoledronate,T47D,3.941995
14635,alpha-lipoic acid,T47D,7.08724
14636,glutathione,T47D,8.775651
14637,5-Fluorouracil,HS578T,4.859618
14638,5-azacytidine,HS578T,2.324295
14639,A-366,HS578T,4.621757
14640,ABT737,HS578T,2.337206
14641,AGI-5198,HS578T,5.03724
14642,AGI-6780,HS578T,4.03013
14643,AMG-319,HS578T,4.798472
14644,AT13148,HS578T,2.140233
14645,AZ6102,HS578T,2.058539
14646,AZ960,HS578T,0.457759
14647,AZD1208,HS578T,5.041583
14648,AZD2014,HS578T,-0.231762
14649,AZD3759,HS578T,3.375843
14650,AZD4547,HS578T,2.715783
14651,AZD5153,HS578T,-0.464745
14652,AZD5363,HS578T,1.333245
14653,AZD5582,HS578T,2.03974
14654,AZD5991,HS578T,4.114306
14655,AZD6482,HS578T,1.599429
14656,AZD6738,HS578T,1.099491
14657,AZD7762,HS578T,-0.537589
14658,AZD8055,HS578T,-1.745735
14659,AZD8186,HS578T,1.89847
14660,Acetalax,HS578T,2.054847
14661,Afatinib,HS578T,1.455082
14662,Alisertib,HS578T,1.134765
14663,Alpelisib,HS578T,2.423235
14664,Avagacestat,HS578T,3.431719
14665,Axitinib,HS578T,2.139423
14666,BI-2536,HS578T,-4.416598
14667,BIBR-1532,HS578T,5.914702
14668,BMS-345541,HS578T,3.469937
14669,BMS-536924,HS578T,1.869457
14670,BMS-754807,HS578T,2.124918
14671,Bleomycin,HS578T,2.151212
14672,Bleomycin (50 uM),HS578T,3.798179
14673,Bortezomib,HS578T,-6.01245
14674,Bosutinib,HS578T,3.313562
14675,Bromosporine,HS578T,0.799729
14676,Buparlisib,HS578T,0.431344
14677,CPI-637,HS578T,3.218323
14678,CZC24832,HS578T,4.064585
14679,Carmustine,HS578T,6.197845
14680,Cediranib,HS578T,0.915954
14681,Cisplatin,HS578T,4.295031
14682,Crizotinib,HS578T,2.856482
14683,Cyclophosphamide,HS578T,4.447831
14684,Cytarabine,HS578T,3.573614
14685,Dabrafenib,HS578T,5.856509
14686,Dacarbazine,HS578T,5.974739
14687,Dactinomycin,HS578T,-2.589945
14688,Dactolisib,HS578T,-2.273762
14689,Daporinad,HS578T,-4.652328
14690,Dasatinib,HS578T,-2.585984
14691,Dihydrorotenone,HS578T,2.813791
14692,Dinaciclib,HS578T,-3.548179
14693,EHT-1864,HS578T,5.228048
14694,EPZ5676,HS578T,6.156515
14695,Elephantin,HS578T,2.668854
14696,Entinostat,HS578T,1.626524
14697,Entospletinib,HS578T,3.063874
14698,Erlotinib,HS578T,3.995964
14699,Fludarabine,HS578T,5.075081
14700,Foretinib,HS578T,0.462176
14701,Fulvestrant,HS578T,3.529522
14702,GDC0810,HS578T,5.397577
14703,GNE-317,HS578T,-0.10947
14704,GSK-LSD1,HS578T,2.055069
14705,GSK1904529A,HS578T,4.35236
14706,GSK2110183B,HS578T,1.281259
14707,GSK2578215A,HS578T,3.733913
14708,GSK2606414,HS578T,3.549812
14709,GSK269962A,HS578T,2.448897
14710,GSK2801,HS578T,4.994583
14711,GSK2830371,HS578T,5.862019
14712,GSK343,HS578T,4.156859
14713,GSK591,HS578T,4.159548
14714,GW441756,HS578T,3.869699
14715,Gallibiscoquinazole,HS578T,3.231716
14716,Gefitinib,HS578T,4.162809
14717,Gemcitabine,HS578T,1.962016
14718,I-BET-762,HS578T,1.560322
14719,ICL-SIRT078,HS578T,4.08922
14720,IWP-2,HS578T,3.093757
14721,Ibrutinib,HS578T,5.714886
14722,Ipatasertib,HS578T,1.6708
14723,JNK Inhibitor VIII,HS578T,5.354763
14724,JQ1,HS578T,-0.564306
14725,KRAS (G12C) Inhibitor-12,HS578T,5.644129
14726,KU-55933,HS578T,2.872139
14727,L-Oxonoreleagnine,HS578T,4.071433
14728,LCL161,HS578T,5.735516
14729,LGK974,HS578T,6.000777
14730,LJI308,HS578T,5.146324
14731,LMP744,HS578T,0.243591
